"ID","InternalID","Name","CardType","MonsterType","Attribute","Type","Level","ATK","DEF","Password","Limit","Description"
351,477,"Insect Soldiers of the Sky","Monster","Effect","WIND","Insect",3,1000,800,"07019529",3,"The ATK of this card increases by 1000 points whenever it attacks a WIND monster."
352,1161,"Inspection","Magic",,,,,,,"16227556",3,"At your opponent's Standby Phase, you can randomly select 1 card in your opponent's hand and look at it at the cost of 500 Life Points."
353,559,"Invader from Another Dimension","Monster","Normal","DARK","Fiend",4,950,1400,"28450915",3,"An extraterrestrial monster that came from a distant galaxy."
354,640,"Invader of the Throne","Monster","Effect","EARTH","Warrior",4,1350,1700,"03056267",3,"FLIP: Select 1 opponent's monster and switch control of it with this card. This effect cannot be activated during the Battle Phase."
355,323,"Invigoration","Magic",,,,,,,"98374133",3,"An EARTH monster equipped with this card increases its ATK by 400 points and decreases its DEF by 200 points."
356,716,"Javelin Beetle","Monster","Ritual","EARTH","Insect",8,2450,2550,,3,"This monster is summoned with the Ritual Magic Card, ""Javelin Beetle Pact"". You must also offer monsters whose total Level stars equal 8 or more from the field or your hand as a Tribute."
357,695,"Javelin Beetle Pact","Magic",,,,,,,,3,"This card is used to summon ""Javelin Beetle"". You must also offer monsters whose total Level stars equal 8 or more as a Tribute from the field or your hand."
358,70,"Jellyfish","Monster","Normal","WATER","Aqua",4,1200,1500,"14851496",3,"An almost invisible, semi-transparent jellyfish that drifts in the sea."
359,731,"Jigen Bakudan","Monster","Effect","FIRE","Pyro",2,200,1000,"90020065",3,"FLIP: After this card is flipped, offer it as a Tribute during your Standby Phase to destroy all monsters on your side of the field and inflict Direct Damage equal to half of the total ATK of the destroyed cards (excluding this monster) to your opponent's Life Points."
360,751,"Jinzo","Monster","Effect","DARK","Machine",6,2400,1500,"77585513",1,"As long as this card remains face-up on the field, all the effects of Trap Cards are deactivated."
361,421,"Jinzo #7","Monster","Effect","DARK","Machine",2,500,400,"32809211",3,"This monster attacks your opponent's Life Points directly."
362,366,"Jirai Gumo","Monster","Effect","EARTH","Insect",4,2200,100,"94773007",3,"When you attack with this card, toss a coin and call it. If you call it right, attack normally. If you call it wrong, reduce your Life Points by half before attacking."
363,32,"Judge Man","Monster","Normal","EARTH","Warrior",6,2200,1500,"30113682",3,"This club-wielding warrior battles to the end and will never surrender."
364,1032,"Just Desserts","Trap",,,,,,,"24068492",3,"Inflict 500 points of Direct Damage to your opponent's Life Points for each monster your opponent has on the field."
365,213,"Kagemusha of the Blue Flame","Monster","Normal","EARTH","Warrior",2,800,400,"15401633",3,"Serving as a double for the Ruler of the Blue Flame, he's a master swordsman that wields a fine blade."
366,106,"Kageningen","Monster","Normal","DARK","Warrior",2,800,600,"80600490",3,"Uses both its physical and shadow forms to attack, making it a difficult monster to overcome."
367,72,"Kairyu-Shin","Monster","Normal","WATER","Sea Serpent",5,1800,1500,"76634149",3,"A sea dragon known as the King of the Ocean, it attacks its enemies with huge tidal waves."
368,426,"Kaiser Dragon","Monster","Fusion","LIGHT","Dragon",7,2300,2000,"94566432",3,"Winged Dragon,Guardian of the Fortress #1 + Fairy Dragon"
369,534,"Kamakiriman","Monster","Normal","EARTH","Insect",4,1150,1400,"68928540",3,"A man-shaped mantis with two razor-sharp scythes."
370,457,"Kaminari Attack","Monster","Fusion","WIND","Thunder",5,1900,1400,"09653271",3,"Ocubeam + Mega Thunderball"
371,210,"Kaminarikozou","Monster","Normal","WIND","Thunder",2,700,600,"15510988",3,"This monster stores electricity within its body, unleashing it with lethal effect."
372,114,"Kamionwizard","Monster","Fusion","DARK","Spellcaster",4,1300,1100,"41544074",3,"Mystical Elf + Curtain of the Dark Ones"
373,351,"Kanan the Swordmistress","Monster","Normal","EARTH","Warrior",4,1400,1400,,3,"A lady warrior armed with sword and shield, she floats like a butterfly and stings like a bee."
374,450,"Kanikabuto","Monster","Normal","WATER","Aqua",3,650,900,"84103702",3,"A monster crab with huge claws for clipping enemies to little pieces."
375,1112,"Karate Man","Monster","Effect","EARTH","Warrior",3,1000,1000,"23289281",3,"Once per turn, the original ATK of this card can be doubled. When this effect is applied, the card is immediately destroyed at the end of the turn."
376,42,"Karbonala Warrior","Monster","Fusion","EARTH","Warrior",4,1500,1200,"54541900",3,"M-Warrior #1 + M-Warrior #2"
377,498,"Kattapillar","Monster","Normal","EARTH","Insect",1,250,300,"81179446",3,"Attacks enemies by spitting thin, sticky webs."
378,371,"Kazejin","Monster","Effect","WIND","Spellcaster",7,2400,2200,,3,"Reduce the ATK of an opponent's monster attacking this card to 0. This effect can be used only once. The card's owner chooses when to activate this effect."
379,599,"Key Mace #2","Monster","Normal","DARK","Fiend",4,1050,1200,"20541432",3,"The power of this monster lies in its ability to suppress the good and bring out the bad in any monster."
380,52,"Killer Needle","Monster","Normal","WIND","Insect",4,1200,1000,"88979991",3,"A huge bee with exceptional strength that's particularly dangerous in a swarm."
381,278,"King Fog","Monster","Normal","DARK","Fiend",3,1000,900,"84686841",3,"A fiend that dwells in a blinding curtain of smoke."
382,84,"King of Yamimakai","Monster","Normal","DARK","Fiend",5,2000,1530,"69455834",3,"Wields the power of darkness to destroy its enemies."
383,1170,"Kiseitai","Monster","Effect","DARK","Fiend",2,300,800,"04266839",3,"When your opponent's monster attacks this card in face-down Defense Position, the attacking monster is equipped with this card (damage calculations are canceled).  At each of your opponent's Standby Phases, increase your Life Points by half of the ATK of the monster equipped with this card."
384,65,"Kojikocy","Monster","Normal","EARTH","Warrior",4,1500,1200,"01184620",3,"A man-hunter with powerful arms that can crush boulders."
385,1124,"Kotodama","Monster","Effect","EARTH","Fairy",3,0,1600,"19406822",3,"As long as this card remains face-up on the field, monsters of the same name cannot exist on the field at the same time (face-down cards not included). If a card of the same name is summoned in a later turn, that card is destroyed. If 2 cards of the same name are played at the same time, both cards are destroyed."
386,30,"Koumori Dragon","Monster","Normal","DARK","Dragon",4,1500,1200,"67724379",3,"A vicious, fire-breathing dragon whose wicked flame corrupts the souls of its victims."
387,75,"Krokodilus","Monster","Normal","WATER","Reptile",4,1100,1200,"76512652",3,"A vicious crocodile with great intelligence."
388,220,"Kumootoko","Monster","Normal","EARTH","Insect",3,700,1400,"56283725",3,"A massive, intelligent spider that traps enemies with webbing."
389,650,"Kunai with Chain","Trap",,,,,,,"37390589",3,"You can shift an opponent's monster in Attack Position to Defense Position. In addition, you can increase the ATK of 1 of your own monsters by 500 points."
390,299,"Kurama","Monster","Normal","WIND","Winged Beast",3,800,800,"85705804",3,"A vicious bird that attacks from the skies with its whip-like tail."
391,57,"Kuriboh","Monster","Effect","DARK","Fiend",1,300,200,"40640057",3,"Discard this card from your hand to the Graveyard to negate the damage inflicted by an opponent's monster. This effect can only be used once, and must be activated during your opponent's Battle Phase."
392,479,"Kuwagata a","Monster","Normal","EARTH","Insect",4,1250,1000,"60802233",3,"A very vicious stag beetle that goes for the head."
393,532,"Kwagar Hercules","Monster","Fusion","EARTH","Insect",6,1900,1700,"95144193",3,"Kuwagata a + Hercules Beetle"
394,378,"La Jinn the Mystical Genie of the Lamp","Monster","Normal","DARK","Fiend",4,1800,1000,"97590747",3,"A genie of the lamp that's at the beck and call of its master."
395,369,"Labyrinth Tank","Monster","Fusion","DARK","Machine",7,2400,2400,"99551425",3,"Giga-tech Wolf + Cannon Soldier"
396,365,"Labyrinth Wall","Monster","Normal","EARTH","Rock",5,0,3000,,3,"These walls form a labyrinth with no exit for enemies."
397,611,"Lady of Faith","Monster","Normal","LIGHT","Spellcaster",3,1100,800,"17358176",3,"Soothes the souls of others by chanting a mysterious spell."
398,190,"LaLa Li-oon","Monster","Normal","WIND","Thunder",2,600,600,"09430387",3,"An electric cloud creature, its acid rain makes it very dangerous."
399,55,"Larvae Moth","Monster","Effect","EARTH","Insect",2,500,400,,3,"This monster is summoned by offering ""Petit Moth"" as a Tribute on the 2nd of your turns after it has been equipped with ""Cocoon of Evolution""."
400,154,"Larvas","Monster","Normal","EARTH","Beast",3,800,1000,"94675535",3,"A fast-moving, bird-like creature that strangles opposing monsters with its long, thin arms."
401,304,"Laser Cannon Armor","Magic",,,,,,,"77007920",3,"An Insect-type monster equipped with this card increases its ATK and DEF by 300 points."
402,1036,"Last Day of Witch","Magic",,,,,,,"90330453",3,"Destroys all face-up Spellcaster-type monsters on the field."
403,1054,"Last Will","Magic",,,,,,,"85602018",3,"If a monster of yours is sent from the field to the Graveyard during the turn that you've played this card, you can select a monster with an ATK of 1500 points or less from your Deck and play it as a Special Summon. Shuffle the Deck after playing the card. This card is active for 1 turn only."
404,509,"Laughing Flower","Monster","Normal","EARTH","Plant",2,900,500,"42591472",3,"A flower whose laugh can confuse the minds of enemies."
405,389,"Launcher Spider","Monster","Normal","FIRE","Machine",7,2200,2500,"87322377",3,"A mechanical spider with rocket launchers capable of random fire."
406,2389,"Launcher Spider (alternate artwork)","Monster","Normal","FIRE","Machine",7,2200,2500,"80703020",3,"A mechanical spider with rocket launchers capable of random fire."
407,553,"Lava Battleguard","Monster","Effect","EARTH","Warrior",5,1550,1800,"20394040",3,"Increase the ATK of this card by 500 points for each face-up ""Swamp Battleguard"" on your side of the field."
408,19,"Left Arm of the Forbidden One","Monster","Normal","DARK","Spellcaster",1,200,300,"07902349",1,"A forbidden left arm sealed by magic. Whosoever breaks this seal will know infinite power."
409,17,"Left Leg of the Forbidden One","Monster","Normal","DARK","Spellcaster",1,200,300,"44519536",1,"A forbidden left leg sealed by magic. Whosoever breaks this seal will know infinite power."
410,300,"Legendary Sword","Magic",,,,,,,"61854111",3,"A Warrior-type monster equipped with this card increases its ATK and DEF by 300 points."
411,396,"Leghul","Monster","Effect","EARTH","Insect",1,300,350,"12472242",3,"This monster attacks your opponent's Life Points directly."
412,402,"Leogun","Monster","Normal","EARTH","Beast",5,1750,1550,"10538007",3,"Huge monster with a lion's mane similar to the King of Beasts."
413,560,"Lesser Dragon","Monster","Normal","WIND","Dragon",4,1200,1000,"55444629",3,"A minor dragon incapable of breathing fire."
414,1151,"Light of Intervention","Trap",,,,,,,"62867251",3,"Monster Cards cannot be played face-down. Monsters Set in Defense Position are played face-up on the field. Flip Effects are not activated."
415,964,"Lightforce Sword","Trap",,,,,,,"49587034",3,"Select 1 card at random from your opponent's hand. Keep it face-down and place it outside of the field. The card is returned to it's owner's hand on your opponent's 4th Standby Phase following this turn."
416,604,"Liquid Beast","Monster","Normal","WATER","Aqua",3,950,800,"93108297",3,"A liquid life form that thrives on water."
417,597,"Little Chimera","Monster","Effect","FIRE","Beast",2,600,550,"68658728",3,"As long as this card remains face-up on the field, increase the ATK of all FIRE monsters by 500 points and decrease the ATK of all WATER monsters by 400 points."
418,572,"Little D","Monster","Normal","EARTH","Dinosaur",3,1100,700,"42625254",3,"A tyrannosaurus offspring with a vicious disposition."
419,740,"Lord of D.","Monster","Effect","DARK","Spellcaster",4,1200,1100,"17985575",3,"All Dragon-type monsters are not affected by Magic Cards, Trap Cards, or other effects while this card is face-up on the field."
420,148,"Lord of the Lamp","Monster","Normal","DARK","Fiend",4,1400,1200,"99510761",3,"A giant that appears from a mystic lamp and follows the orders of the lamp's owner."
421,163,"Lord of Zemia","Monster","Normal","DARK","Fiend",4,1300,1000,"81618817",3,"A wicked entity that manipulates enemies towards a path of destruction."
422,1129,"Luminous Spark","Magic",,,,,,,"81777047",3,"Increases the ATK of all LIGHT monsters by 500 points and decreases their DEF by 400 points."
423,259,"Lunar Queen Elzaim","Monster","Normal","LIGHT","Fairy",3,750,1100,"62210247",3,"A lovely creature guarded by the moon. Her lunar curtain can block just about any attack."
424,203,"Mabarrel","Monster","Normal","DARK","Fiend",5,1700,1400,"98795934",3,"This cannon-like creature fires eyeballs so fast they can't be seen."
425,324,"Machine Conversion Factory","Magic",,,,,,,"25769732",3,"A Machine-type monster equipped with this card increases its ATK and DEF by 300 points."
426,406,"Machine King","Monster","Effect","EARTH","Machine",6,2200,2000,"46700124",3,"Increase the ATK of this card by 100 points for each face-up Machine-type monster on the field."
427,1029,"Magic Jammer","Trap",,,,,,,"77414722",3,"Discard 1 card from your hand to the Graveyard to negate the activation of a Magic Card. The Magic Card is sent to the Graveyard."
428,1038,"Magic Thorn","Trap",,,,,,,"53119267",3,"You can inflict 500 points of damage per card to your opponent's Life Points when your opponent's cards are discarded to the Graveyard by the effects of Magic, Trap or Effect Monster Cards."
429,469,"Magical Ghost","Monster","Normal","DARK","Zombie",4,1300,1400,"46474915",3,"This creature casts a spell of terror and confusion just before attacking its enemies."
430,945,"Magical Hats","Trap",,,,,,,"81210420",3,"Take 2 non-Monster Cards from your Deck and select 1 of your Monster Card on the field, then shuffle your Deck. Shuffle the 3 selected cards and place them on the field in face-down Defense Position. These 3 cards are treated as monsters (ATK 0/DEF 0) and are destroyed at the end of your Battle Phase. This card can only be activated during your opponent's Battle Phase."
431,651,"Magical Labyrinth","Magic",,,,,,,"64389297",3,"Equip ""Labyrinth Wall"" with this card. If you offer ""Labyrinth Wall"" equipped with this card as a Tribute, you can Special Summon ""Wall Shadow"" from your Deck."
432,990,"Magic-Arm Shield","Trap",,,,,,,"96008713",3,"You can activate this card when your opponent announces an attack. Select 1 of your opponent's face-up Defense Position Monster Cards on the field and designate it as the target of the attack."
433,721,"Magician of Black Chaos","Monster","Ritual","DARK","Spellcaster",8,2800,2600,,3,"This monster is summoned with the Ritual Magic Card, ""Dark Magic Ritual"". You must also offer monsters whose total Level stars equal 8 or more from the field or your hand as a Tribute."
434,427,"Magician of Faith","Monster","Effect","LIGHT","Spellcaster",1,300,400,"31560081",3,"FLIP: Select a Magic Card from your Graveyard and return it to your hand."
435,492,"Maha Vailo","Monster","Effect","LIGHT","Spellcaster",4,1550,1400,"93013676",3,"In addition to the effects of Equip Cards, the ATK of this monster is increased by 500 points for each card equipped to this monster."
436,630,"Maiden of the Moonlight","Monster","Normal","LIGHT","Spellcaster",4,1500,1300,"79629370",3,"A sorcerer blessed by lunar light with powers far beyond mortal comprehension."
437,1149,"Major Riot","Trap",,,,,,,"09074847",3,"You can activate this card when 1 of your monsters are returned from the field to your hand. Return all Monster Cards on the field to your respective hands. Both you and your opponent can then place the same number of Monster Cards on the field in face-down Defense Position."
438,320,"Malevolent Nuzzler","Magic",,,,,,,"99597615",3,"A monster equipped with this card increases its ATK by 700 points. When this card is sent from the field to the Graveyard, you can pay 500 Life Points to place it on top of your Deck."
439,58,"Mammoth Graveyard","Monster","Normal","EARTH","Dinosaur",3,1200,800,"40374923",3,"A mammoth that protects the graves of its pack and is absolutely merciless when facing grave-robbers."
440,157,"Man Eater","Monster","Normal","EARTH","Plant",2,800,600,"93553943",3,"Man-eating plant with poison feelers for attacking enemies."
441,500,"Man-Eater Bug","Monster","Effect","EARTH","Insect",2,450,600,"54652250",3,"FLIP: Destroys 1 monster on the field (regardless of position)."
442,564,"Man-eating Black Shark","Monster","Fusion","WATER","Fish",5,2100,1300,"80727036",3,"Sea Kamen + Gruesome Goo + Amazon of the Seas"
443,74,"Man-Eating Plant","Monster","Normal","EARTH","Plant",2,800,600,"49127943",3,"A meat-eating plant that is attractive to the eye but dangerous when approached."
444,1052,"Man-Eating Treasure Chest","Monster","Normal","DARK","Fiend",4,1600,1000,"13723605",3,"A monster disguised as a treasure chest that is known to attack the unwary adventurer."
445,726,"Manga Ryu-Ran","Monster","Effect","FIRE","Dragon",7,2200,2600,"38369349",3,"This card cannot be summoned unless ""Toon World"" is on the field. This card cannot attack in the same turn that it is summoned. Pay 500 Life Points each time this monster attacks. When ""Toon World"" is destroyed, this card is also destroyed. If your opponent doesn't control a Toon monster on the field, this card may inflict Direct Damage to your opponent's Life Points. If a Toon monster is on your opponent's side of the field, your attacks must target the Toon monster."
446,616,"Marine Beast","Monster","Fusion","WATER","Fish",5,1700,1600,"29929832",3,"Water Magician + Behegon"
447,292,"Masaki the Legendary Swordsman","Monster","Normal","EARTH","Warrior",4,1100,1100,"44287299",3,"Legendary swordmaster Masaki is a veteran of over 100 battles."
448,101,"Mask of Darkness","Monster","Effect","DARK","Fiend",2,900,400,"28933734",3,"FLIP: Select a Trap Card from your Graveyard and return it to your hand."
449,219,"Masked Sorcerer","Monster","Effect","DARK","Spellcaster",4,900,1400,"10189126",3,"Draw 1 card from your Deck when you inflict Direct Damage to your opponent's Life Points with this card."
450,247,"Master & Expert","Monster","Normal","EARTH","Beast",4,1200,1000,"75499502",3,"A deadly duo consisting of a beast master and its loyal servant."
451,271,"Mavelus","Monster","Fusion","WIND","Winged Beast",4,1300,900,"59036972",3,"Tyhone + Wings of Wicked Flame"
452,584,"Mechanical Snail","Monster","Normal","DARK","Machine",3,800,1000,"34442949",3,"A cyborg snail that still travels at a slow pace."
453,409,"Mechanical Spider","Monster","Effect","EARTH","Machine",2,400,500,"45688586",3,"Any DARK monster attacked by this card is automatically destroyed. Damage calculations apply."
454,414,"Mechanicalchaser","Monster","Normal","DARK","Machine",4,1850,800,"07359741",3,"A hunter that relentlessly pursues its target by order of the Machine King."
455,244,"Meda Bat","Monster","Normal","DARK","Fiend",2,800,400,"76211194",3,"An eyeball fiend created by a servant of the wicked, it uses ""Dark Blasts"" to blow away its enemies."
456,536,"Mega Thunderball","Monster","Normal","WIND","Thunder",2,750,600,"21817254",3,"Rolls along the ground releasing bolts of electricity to attack its enemies."
457,656,"Megamorph","Magic",,,,,,,"22046459",1,"If your Life Points are lower than your opponent's, the original ATK of a monster equipped with this card is doubled. If your Life Points are higher, the original ATK is halved."
458,78,"Megazowler","Monster","Normal","EARTH","Dinosaur",6,1800,2000,"75390004",3,"Nothing stands in the way of this spike-covered dinosaur."
459,211,"Meotoko","Monster","Normal","EARTH","Beast",2,700,600,"53832650",3,"A huge monster with a single eye that fires a deadly beam."
460,970,"Mesmeric Control","Magic",,,,,,,"48642904",3,"When this card is played your opponent cannot change the position of monsters during his/her next turn."
461,1131,"Messenger of Peace","Magic",,,,,,,"44656491",3,"You must pay 100 Life Points at each of your Standby Phases. If you cannot pay, this card is destroyed. All monsters with an ATK of 1500 points or more cannot attack."
462,1139,"Metal Detector","Trap",,,,,,,"75646520",3,"You can activate this card when a Continuous Magic Card is played to deactivate all Continuous Magic Cards for the current turn."
463,408,"Metal Dragon","Monster","Fusion","WIND","Machine",6,1850,1700,"09293977",3,"Steel Ogre Grotto #1 + Lesser Dragon"
464,437,"Metal Fish","Monster","Normal","WATER","Machine",5,1600,1900,"55998462",3,"A metal fish with a razor-sharp caudal fin."
465,87,"Metal Guardian","Monster","Normal","DARK","Fiend",5,1150,2150,"68339286",3,"A fiend guarding the treasures of the netherworld, it's most at home in the dark."
466,657,"Metalmorph","Trap",,,,,,,"68540058",3,"After activation, this card is used to equip a face-up monster. The monster equipped with this card increases its ATK and DEF by 300 points. When attacking with a monster equipped with this card, you can further increase its ATK by an amount equal to half the ATK of your target."
467,391,"Metalzoa","Monster","Effect","DARK","Machine",8,3000,2300,"50705071",3,"This monster is Special Summoned from the Deck to the field by offering ""Zoa"" equipped with ""Metalmorph"" as a Tribute."
468,712,"Meteor B. Dragon","Monster","Fusion","FIRE","Dragon",8,3500,2000,,3,"Red-Eyes B. Dragon + Meteor Dragon"
469,711,"Meteor Dragon","Monster","Normal","EARTH","Dragon",6,1800,2000,,3,"This dragon appeared from the heavens and crashed to earth."
470,710,"Mikazukinoyaiba","Monster","Normal","DARK","Dragon",7,2200,2350,,3,"A dragon warrior of the moon armed with a crescent sword."
471,452,"Millennium Golem","Monster","Normal","EARTH","Rock",6,2000,2200,"47986555",3,"For nearly a millennium, this golem has served as guardian of an ancient treasure trove."
472,361,"Millennium Shield","Monster","Normal","EARTH","Warrior",5,0,3000,"32012841",3,"A Millennium item, it's rumored to block any strong attack."
473,526,"Milus Radiant","Monster","Effect","EARTH","Beast",1,300,250,"07489323",3,"As long as this card remains face-up on the field, increase the ATK of all EARTH monsters by 500 points and decrease the ATK of all WIND monsters by 400 points."
474,533,"Minar","Monster","Effect","EARTH","Insect",3,850,750,"32539892",3,"When this card is sent directly from your hand to the Graveyard by your opponent's card effect, inflict 1000 points of Direct Damage to your opponent's Life Points."
475,455,"Minomushi Warrior","Monster","Normal","EARTH","Rock",4,1300,1200,"46864967",3,"A rock warrior that wields a heavy blade carved from stone."
476,1056,"Mirror Force","Trap",,,,,,,"44095762",1,"When an opponent's monster attacks, negate the attack and destroy all opponent's monsters in Attack Position."
477,1099,"Mirror Wall","Trap",,,,,,,"22359980",3,"You must pay 2000 of your own Life Points during each Standby Phase.  If you cannot, this card is destroyed. Decrease the ATK of all your opponent's attacking monsters by half."
478,541,"Misairuzame","Monster","Normal","WATER","Fish",5,1400,1600,"33178416",3,"A missile-launching fish protected by deadly spikes."
479,1127,"Molten Destruction","Magic",,,,,,,"19384334",3,"Increases the ATK of all FIRE monsters by 500 points and decreases their DEF by 400 points."
480,146,"Monster Egg","Monster","Normal","EARTH","Warrior",3,600,900,"36121917",3,"A warrior hidden within an egg that attacks enemies by flinging eggshells."
481,401,"Monster Eye","Monster","Effect","DARK","Fiend",1,250,350,"84133008",3,"At the cost of 1000 Life Points, you can return ""Polymerization"" from the Graveyard to your hand."
482,1008,"Monster Reborn","Magic",,,,,,,"83764718",1,"Select 1 Monster Card from either your opponent's or your own Graveyard and place it on the field under your control in Attack or Defense Position (face-up). This is considered a Special Summon."
483,375,"Monster Tamer","Monster","Normal","EARTH","Warrior",5,1800,1600,"97612389",3,"A master of monsters that exercises control over several creatures."
484,521,"Monstrous Bird","Monster","Normal","WIND","Winged Beast",6,2000,1900,"35712107",3,"Few have set eyes on this dive-bombing bird and lived to tell the tale."
485,289,"Moon Envoy","Monster","Normal","LIGHT","Warrior",4,1100,1000,"45909477",3,"Many have fallen victim to this lunar warrior's crescent pike."
486,337,"Mooyan Curry","Magic",,,,,,,"58074572",3,"Increase your Life Points by 200 points."
487,497,"Morinphen","Monster","Normal","DARK","Fiend",5,1550,1300,"55784832",3,"A strange fiend with long arms and razor-sharp talons."
488,590,"Morphing Jar","Monster","Effect","EARTH","Rock",2,700,600,"33508719",3,"FLIP: Both you and your opponent discard your hands and draw 5 new cards from your respective Decks."
489,1163,"Morphing Jar #2","Monster","Effect","EARTH","Rock",3,800,700,"79106360",2,"FLIP: Return all Monster Cards on the field to their respective Decks and shuffle them. You and your opponent then draw cards until you both have the same number of Monster Cards that were returned to each Deck. Place the monsters on the field in face-down Defense Position. Any other cards drawn are discarded to the Graveyard."
490,1119,"Mother Grizzly","Monster","Effect","WATER","Beast-Warrior",4,1400,1000,"57839750",3,"When this card is sent to the Graveyard as a result of battle, you may select 1 WATER monster with an ATK of 1500 or less from your Deck and Special Summon it to the field (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled."
491,331,"Mountain","Magic",,,,,,,"50913601",3,"Increases the ATK and DEF of all Dragon, Winged Beast, and Thunder-type monsters by 200 points."
492,28,"Mountain Warrior","Monster","Normal","EARTH","Beast-Warrior",3,600,1000,"04931562",3,"A tough warrior that can move smoothly on even the roughest terrain."
493,1168,"Mr. Volcano","Monster","Normal","FIRE","Pyro",5,2100,1300,"31477025",3,"This seemingly mild-mannered creature has an extremely volatile temper."
494,515,"Muka Muka","Monster","Effect","EARTH","Rock",2,600,300,"46657337",3,"Increase the ATK and DEF of this card by 300 points for every card in your hand."
495,7,"Mushroom Man","Monster","Normal","EARTH","Plant",2,800,600,"14181608",3,"Found in humid regions, this creature attacks enemies with a lethal rain of poison spores."
496,552,"Mushroom Man #2","Monster","Effect","EARTH","Warrior",3,1250,800,"93900406",3,"A player controlling this monster loses 300 Life Points during each his/her Standby Phase when this card is on the field. Control of this card is shifted to your opponent by paying 500 Life Points at your own End Phase."
497,494,"Musician King","Monster","Fusion","LIGHT","Spellcaster",5,1750,1500,"56907389",3,"Witch of the Black Forest + Lady of Faith"
498,159,"M-Warrior #1","Monster","Normal","EARTH","Warrior",3,1000,500,"56342351",3,"Specializing in combination attacks, this warrior uses magnetism to block an enemy's escape."
499,160,"M-Warrior #2","Monster","Normal","EARTH","Warrior",3,500,1000,"92731455",3,"Specializing in combination attacks, this warrior is equipped with a tough, magnetically coated armor."
500,165,"Mysterious Puppeteer","Monster","Effect","EARTH","Warrior",4,1000,1500,"54098121",3,"When the monster is summoned (excluding Special Summon) or flipped face-up by attack or some effect, the Life Points of this card's owner increase by 500 points for each monster while this card is face-up on the field."
501,90,"Mystic Horseman","Monster","Normal","EARTH","Beast",4,1300,1550,"68516705",3,"Half man and half horse, this monster is known for its extreme speed."
502,386,"Mystic Lamp","Monster","Effect","DARK","Spellcaster",1,400,300,"98049915",3,"This monster attacks your opponent's Life Points directly."
503,1130,"Mystic Plasma Zone","Magic",,,,,,,"18161786",3,"Increases the ATK of all DARK monsters by 500 points and decreases their DEF by 400 points."
504,1138,"Mystic Probe","Trap",,,,,,,"49251811",3,"You can activate this card when a Continuous Magic Card is played to deactivate all Continuous Magic Cards for the current turn."
505,1123,"Mystic Tomato","Monster","Effect","DARK","Plant",4,1400,1100,"83011277",3,"When this card is sent to the Graveyard as a result of battle, you may select 1 DARK monster with an ATK of 1500 or less from your Deck and Special Summon it to the field (no Tribute is required for monsters of Level 5 or more). The Deck is then shuffled."
506,133,"Mystical Capture Chain","Monster","Normal","LIGHT","Fairy",2,700,700,"63515678",3,"A mystical chain that binds enemies, rendering them immobile."
507,1,"Mystical Elf","Monster","Normal","LIGHT","Spellcaster",4,800,2000,"15025844",3,"A delicate elf that lacks offense, but has a terrific defense backed by mystical power."
508,318,"Mystical Moon","Magic",,,,,,,"36607978",3,"A Beast-Warrior-type monster equipped with this card increases its ATK and DEF by 300 points."
509,530,"Mystical Sand","Monster","Fusion","EARTH","Rock",6,2100,1700,"32751480",3,"Giant Soldier of Stone + Ancient Elf"
510,641,"Mystical Sheep #1","Monster","Effect","EARTH","Beast",3,1150,900,"30451366",3,"You can substitute this card for any 1 Fusion-Material Monster. You cannot substitute for any other Fusion-Material Monsters in the current Fusion."
511,281,"Mystical Sheep #2","Monster","Normal","EARTH","Beast",3,800,1000,"83464209",3,"A monstrous sheep with a long tail for hypnotizing enemies."
512,1079,"Mystical Space Typhoon","Magic",,,,,,,"05318639",3,"Destroy 1 Magic or Trap Card on the field."
513,489,"Needle Ball","Monster","Effect","DARK","Fiend",2,750,700,"94230224",3,"FLIP: You can inflict 1000 points of Direct Damage to your opponent's Life Points at the cost of 2000 of your own Life Points."
514,561,"Needle Worm","Monster","Effect","EARTH","Insect",2,750,600,"81843628",3,"FLIP: Discard 5 cards from the top of your opponent's Deck to his/her Graveyard."
515,960,"Negate Attack","Trap",,,,,,,"14315573",3,"When your opponent attacks with a monster, all attacks are negated and your opponent's Battle Phase ends."
516,251,"Nekogal #1","Monster","Normal","EARTH","Beast",3,1100,900,"01761063",3,"Deceptively cute, this feline fairy has a set of fast and lethal claws."
517,626,"Nekogal #2","Monster","Normal","EARTH","Beast-Warrior",6,1900,2000,"43352213",3,"A fast and lethal creature with very dangerous claws."
518,128,"Nemuriko","Monster","Normal","DARK","Spellcaster",3,800,700,"90963488",3,"A child-like creature that controls a sleep fiend to beckon enemies into eternal slumber."
519,1050,"Neo the Magic Swordsman","Monster","Normal","LIGHT","Spellcaster",4,1700,1000,"50930991",3,"A dimensional drifter who not only practices sorcery, but is also a sword and martial arts master."
520,1115,"Nimble Momonga","Monster","Effect","EARTH","Beast",2,1000,100,"22567609",3,"When this card is sent to the Graveyard as a result of battle, increase your Life Points by 1000 points. You can also take cards of the same name from your Deck and Special Summon them to the field in face-down Defense Position. The Deck is then shuffled."
521,537,"Niwatori","Monster","Normal","EARTH","Winged Beast",3,900,800,"07805359",3,"Swallows enemies whole and uses their essence as energy."
